idx,cow_frac,rice_frac,wheat_frac,food_frac,press_frac,poultry_frac,temperature_C,HRT_days,OLR,OLR_used,converged,q_ch4_avg,pH_final,VFA_final,S_nh3_final,vfa_slope_last5d,ph_slope_last5d,first_instability_day,sim_error,stability_label
78,0.20576503865664858,0.003696787970315791,0.1423622707968632,0.5716891785039308,0.0421451459760223,0.034341578096219454,38.826260796357964,17.230224557654527,7.2311907020208785,7.2311907020208785,True,106.99583504282444,7.372382563507421,0.20896399686977934,0.0031154718816554664,0.0008774822351060696,-0.00187372703194433,-1,,0
79,0.2532629945635948,0.05378106983277169,0.0445189943768159,0.2974599359206451,0.08923681033722823,0.2617401949689443,32.98517787495164,14.266308290199438,8.004488555026875,8.004488555026875,True,91.12470456861008,7.259334387819924,0.3095470845093845,0.0016763052057743603,-0.001630358487520336,-0.0026107538733726315,-1,,0
80,0.08476116739422626,0.313858398597822,2.7024914308925693e-07,0.4948987983568047,0.04002630361804327,0.06645506178396046,35.4261013811179,17.175937817089896,7.912320633336288,7.912320633336288,True,108.80838528488138,7.295397455662462,0.1741880476942539,0.00194145980027948,-0.00011087436217781314,-0.002697217444626151,-1,,0
81,0.05611609479326034,0.01728553479456467,1.8405243860188731e-06,0.5986422906149352,0.0681364337359123,0.25981780553694145,34.739085402356245,16.597298684000943,7.269386042125879,7.269386042125879,True,110.24016644744404,7.3247590827860956,0.8942551094685671,0.0027083831003424275,0.0071764318903151,-0.0019939240423084317,-1,,0
82,0.0034072368064560913,0.1297256535735163,0.11108282926652745,0.5033014145231948,0.0912392662649294,0.161243599565376,40.886489853394906,15.384814693070037,8.759823650413102,8.759823650413102,True,124.39823351195182,7.3593054972861145,0.20522357313878223,0.003664363764327008,0.0007314229125230383,-0.002064161375534057,-1,,0
83,1.644548400703333e-05,0.08146987936332553,0.03350805530516771,0.8421135980476496,0.0016900382509729057,0.04120198354887732,40.74502524801339,16.29090806838297,8.22596090739793,8.22596090739793,True,141.58480976107984,7.423585595140935,0.5501201822796118,0.0048156880338260785,0.011423428156522497,-0.0014466165753134637,-1,,0
84,0.038989745591830875,0.0050694100741857755,0.01434681404234557,0.48172951410856835,0.18285545507767825,0.27700906110539125,39.18630040740082,11.271128375999865,10.86767299801897,10.86767299801897,True,138.2311707944724,7.32203112626678,0.4260472322603898,0.0032810106836186504,-0.0003523462519510776,-0.0016222198224452155,-1,,0
85,2.8834114529464067e-06,0.00011592675889741777,0.010423119441548324,0.8942999751855086,0.09496908651656387,0.00018900868602884826,31.256316072668834,11.831573479071004,11.2817613686699,11.2817613686699,True,167.0309671732744,7.224823582927738,1.5006668987428535,0.0015791134168031548,-0.00011663563427148226,-0.0014343584646985211,-1,,1
86,0.004872369205307507,5.17535551685214e-05,0.011767898178047909,0.7861175798133155,0.0032481141172219005,0.1939422851309385,35.42402690531162,13.229813557503526,9.402699543968252,9.402699543968252,True,144.00361031126,7.289674373501577,1.4593886810155177,0.0027253639621089435,0.0074857491483664666,-0.001725902424727591,-1,,0
87,0.009222091858286211,0.028419832035382734,0.05736962157304854,0.7657103237114722,0.04821664134115184,0.09106148948065859,31.71633091570516,14.526691084958605,9.026719064990793,9.026719064990793,True,136.57764459825893,7.269761333089082,1.0430420081752638,0.0018264600112479672,0.002454552567912517,-0.001822543545445984,-1,,0
88,0.0001872958439135897,0.08980232739982935,0.0005534460864216183,0.8703053986608069,0.024753668790957195,0.014397863218071277,36.74296534600954,10.929108478838813,12.319267980843865,12.319267980843865,True,181.55075581607656,7.3139626778198545,0.8501856939030399,0.0027582271782622806,0.0035924690140929478,-0.001339975365497788,-1,,0
