idx,cow_frac,rice_frac,wheat_frac,food_frac,press_frac,poultry_frac,temperature_C,HRT_days,OLR,converged,q_ch4_avg,pH_final,VFA_final,S_nh3_final,vfa_slope_last5d,ph_slope_last5d,first_instability_day,sim_error,stability_label
52,0.4770791320489313,0.18744876395847154,0.04579398093661497,0.1784347325305148,0.007999724056724312,0.10324366646874304,32.58135260778652,24.011018284990286,1.416472139532459,True,28.10774468593886,7.28218415746893,0.40528914615197426,0.03913766227125928,-0.031021578368571782,0.009586778079693893,-1,,0
53,0.2139214764593548,0.07614855226050589,0.33717021022629157,0.045412449821136854,0.21086017782237101,0.11648713341033967,29.00850372671161,30.778734824150185,2.743719371901933,True,43.512083033749974,7.1925369215216355,0.602196017238084,0.04150412717492271,-0.01024303363375778,-0.002437616219559586,-1,,0
54,0.26605694263141116,0.16527214064276766,0.32555154911654377,0.05180826004879647,0.0334013337363216,0.1579097738241592,32.982937571481365,28.536561615227374,6.426546845632208,True,0.4625138155978556,6.1061123756589675,4.053204410586004,0.06047525901626226,0.04734853047703899,-0.014021008909773532,-1,,2
55,0.40832604360615754,0.136732025289436,0.05190996919514751,0.3787055210562613,0.0001997874140270195,0.024126653438970795,26.727815409722695,28.878454487219084,4.554627562247049,True,29.307542040502657,6.905419617543018,2.6523488002159965,0.050580807562182216,-0.025602768625483566,-0.0022819362855103077,-1,,1
56,0.23888046294776824,0.1451165368693397,0.3148467252282362,0.13707591154961313,0.048466977954368995,0.1156133854506738,39.625166438225094,20.279233398180082,6.951197332437218,True,0.12031742254887552,5.795793118212707,5.030887570263906,0.04539468655610023,0.015746781254208357,-0.019914792719581912,-1,,2
57,0.08053224866780191,0.3244770976001452,0.15842160492359827,0.3773235466645235,0.014681667368937461,0.04456383477499366,33.18705873516265,47.41696526872709,6.687756201597195,True,0.2320880548879048,5.835476446211298,5.307387295313218,0.03374869703452546,-0.030038305052173912,-0.008440582188886823,-1,,2
58,0.21676398687381931,0.1612319642535108,0.23577864550349595,0.09926991728189893,0.22933092384049056,0.05762456224678438,25.117983391667487,24.886541234457265,6.764222939594504,True,0.07409445701617536,5.805766230902834,4.606906797856916,0.03443398355501055,0.04262595459022377,-0.01360662901122415,-1,,2
59,0.2442592981446458,0.053024756807037596,0.6052381914907644,0.054580925961866505,0.003778225982685837,0.03911860161299976,39.87427846868084,44.27357438124086,1.3540010046178073,True,52.4740446601166,7.384734211879607,0.4812425728312154,0.04245841222024273,0.07526983306897174,0.007838986291848924,-1,,0
60,0.24181287266582385,0.3896250968627321,0.004189489988490317,0.32822397067777653,0.00476604864319152,0.03138252116198583,37.55721833282081,47.25770183099589,1.0763103495106967,True,37.97208915402713,7.229273990904891,0.45696651420891016,0.04715112376117133,0.001775271905744799,-0.0012732823067162988,-1,,0
61,0.20591065251478116,0.03278972150371302,0.23834780820735968,0.3872072058811943,0.03067475163572157,0.10506986025723028,44.0266405470087,23.52375412842536,3.4485729766688342,True,142.37231091625944,7.196810491954188,1.4934668079115754,0.06014466131335789,-0.03564195538172893,-0.007622552815679994,-1,,0
62,0.47099858136820194,0.10076431102698201,0.2820412994378889,0.03443178900346986,0.10872595331975918,0.003038065843698162,42.539491880639716,22.118743697973283,1.76719700147573,True,63.78364285717454,7.387282985750635,0.2999602452491816,0.04831575352794029,-0.025531499839697006,-0.001217889319709347,-1,,0
63,0.34940686637153795,0.3951155502279613,0.031136769897875564,0.15529778336492162,0.05777825396002465,0.01126477617767894,30.234356796522974,32.237339093676184,2.9205303255173303,True,49.22640399516157,7.054525221332783,0.7259406749796541,0.0324321275192031,-0.06564422018084536,-0.0033780255263402676,-1,,0
64,0.28165433849905747,0.3236263377129001,0.051666393409804175,0.00020609936841727323,0.08268850634362122,0.2601583246661999,32.166755753362736,13.961754636774062,5.364785003523577,True,5.9435100710074895,6.4401554453847085,2.687856025835183,0.05426572073567301,0.01258417850939353,-0.026739069496603672,-1,,2
65,0.1638472778282095,0.25102326606307335,0.048309193405886866,0.00432841826886329,0.3403830414327845,0.19210880300118244,25.853232098956934,13.674199925225302,3.9990214302767546,True,34.492384940637635,6.997801431308353,1.4562382813675505,0.03927773852849688,-0.03375420893733097,-0.014466204045533558,-1,,0
66,0.5673470878118884,0.07862640421858433,0.15577755100915214,0.02543914367786915,0.023944237832623456,0.14886557544988266,39.727265496911876,23.894734837739385,1.4520376639313826,True,45.561497313209365,7.0775274716534415,0.26661504537750214,0.05122180850128184,-0.011493787950230995,0.009112608549019699,-1,,0
67,0.18127205645611855,0.2711369420000806,0.297736108887242,0.10751568039423143,0.08893625705708295,0.053402955205244275,34.86812189265227,21.247286357937895,2.4526020534953044,True,57.03898794506274,7.295376170628107,0.39720585389481644,0.035743697333175846,0.060841044327314985,-0.004514376060975332,-1,,0
68,0.0873252646984138,0.0037937882761684,0.026151439740019683,0.09757801027741454,0.5571312668197714,0.228020230188212,42.40633991722267,23.049549457448077,5.248285904233928,True,21.301525641531853,6.490544678012646,2.7989521656149754,0.05565593399689282,0.060493328270941026,-0.00545491216981806,-1,,2
